track_name,artist(s)_name,streams,in_deezer_playlists,in_shazam_charts,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,date,rank,last-week,peak-rank,weeks-on-board
Run BTS,BTS,330881149,17,3,1.0,2022.0,6.0,10.0,736.0,0.0,5.0,132.0,0.0,77.0,G#,Major,72.0,70.0,82.0,2.0,0.0,4.0,17.0,?,,,,
Music For a Sushi Restaurant,Harry Styles,334733572,66,1,1.0,2022.0,5.0,20.0,4449.0,1.0,80.0,11.0,0.0,107.0,B,Major,72.0,36.0,72.0,26.0,6.0,11.0,4.0,?,,,,
Matilda,Harry Styles,366214458,79,0,1.0,2022.0,5.0,20.0,3218.0,3.0,29.0,10.0,0.0,114.0,D,Major,51.0,39.0,29.0,90.0,0.0,10.0,4.0,?,,,,
For Youth,BTS,114546317,12,0,1.0,2022.0,6.0,10.0,327.0,0.0,5.0,40.0,0.0,117.0,D,Major,63.0,29.0,51.0,43.0,0.0,25.0,4.0,?,,,,
Daylight,Harry Styles,290833204,40,0,1.0,2022.0,5.0,20.0,2775.0,0.0,21.0,11.0,0.0,146.0,,Major,69.0,63.0,45.0,48.0,0.0,18.0,4.0,?,,,,
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,448500832,93,17,1.0,2022.0,5.0,6.0,4576.0,0.0,79.0,13.0,0.0,160.0,G#,Minor,80.0,74.0,60.0,8.0,0.0,14.0,26.0,?,,,,
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",136676504,29,0,4.0,2022.0,6.0,10.0,2313.0,0.0,34.0,0.0,0.0,120.0,G,Major,88.0,15.0,56.0,1.0,0.0,8.0,6.0,?,,,,
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",190625045,119,0,3.0,2022.0,5.0,27.0,3983.0,0.0,73.0,45.0,0.0,100.0,B,Minor,82.0,76.0,70.0,16.0,0.0,8.0,5.0,?,,,,
Born Singer,BTS,79095270,6,0,1.0,2022.0,6.0,10.0,279.0,0.0,0.0,18.0,0.0,158.0,G#,Minor,60.0,68.0,84.0,4.0,0.0,24.0,11.0,?,,,,
Little Freak,Harry Styles,273194684,39,0,1.0,2022.0,5.0,20.0,2302.0,0.0,20.0,3.0,0.0,142.0,D#,Major,56.0,40.0,54.0,72.0,0.0,10.0,4.0,?,,,,
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",333146475,31,1,4.0,2022.0,5.0,20.0,3559.0,3.0,36.0,1.0,0.0,170.0,A,Minor,80.0,77.0,85.0,11.0,0.0,17.0,14.0,?,,,,
True Love,"Kanye West, XXXTENTACION",194902696,44,0,2.0,2022.0,5.0,27.0,2129.0,0.0,23.0,1.0,1.0,84.0,F,Minor,71.0,39.0,86.0,2.0,0.0,51.0,25.0,?,,,,
Satellite,Harry Styles,311482393,79,208,1.0,2022.0,5.0,20.0,3291.0,5.0,43.0,28.0,0.0,139.0,,Major,58.0,30.0,46.0,14.0,0.0,9.0,3.0,?,,,,
Pass The Dutchie,Musical Youth,195918494,900,0,1.0,1982.0,1.0,1.0,5328.0,0.0,54.0,76.0,0.0,151.0,G,Major,73.0,88.0,67.0,20.0,0.0,32.0,5.0,1983-04-09 00:00:00,99.0,92.0,10.0,18.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",248511839,17,1,2.0,2022.0,6.0,8.0,1401.0,0.0,26.0,16.0,0.0,128.0,C#,Minor,82.0,42.0,75.0,6.0,0.0,63.0,6.0,?,,,,
Love Of My Life,Harry Styles,233671263,31,0,1.0,2022.0,5.0,20.0,1933.0,0.0,13.0,2.0,0.0,118.0,G,Major,56.0,20.0,54.0,67.0,0.0,6.0,5.0,?,,,,
Grapejuice,Harry Styles,199587884,15,0,1.0,2022.0,5.0,20.0,1986.0,0.0,7.0,1.0,0.0,183.0,F,Major,65.0,88.0,72.0,36.0,14.0,20.0,3.0,?,,,,
So Good,Halsey,91781263,19,0,1.0,2022.0,6.0,9.0,1057.0,0.0,51.0,14.0,0.0,83.0,D#,Minor,63.0,29.0,62.0,4.0,0.0,18.0,4.0,?,,,,
Belly Dancer,"BYOR, Imanbek",383835984,301,33,2.0,2022.0,2.0,18.0,5115.0,13.0,109.0,38.0,1.0,122.0,C#,Major,85.0,42.0,80.0,6.0,0.0,17.0,14.0,?,,,,
Keep Driving,Harry Styles,236060709,18,0,1.0,2022.0,5.0,20.0,2094.0,1.0,8.0,1.0,0.0,165.0,A,Major,72.0,90.0,48.0,32.0,0.0,18.0,23.0,?,,,,
Cinema,Harry Styles,189236868,28,0,1.0,2022.0,5.0,20.0,2171.0,0.0,18.0,1.0,0.0,106.0,A,Minor,83.0,90.0,64.0,35.0,5.0,9.0,4.0,?,,,,
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",160845341,15,0,2.0,2022.0,5.0,25.0,896.0,0.0,19.0,0.0,0.0,77.0,B,Major,81.0,68.0,58.0,83.0,0.0,11.0,34.0,?,,,,
Only Love Can Hurt Like This,Paloma Faith,588955257,365,114,1.0,2014.0,1.0,1.0,5148.0,0.0,90.0,22.0,0.0,91.0,G#,Major,57.0,30.0,89.0,10.0,0.0,33.0,8.0,?,,,,
Hold My Hand,Lady Gaga,238350348,270,105,1.0,2022.0,5.0,3.0,2528.0,0.0,63.0,8.0,2.0,148.0,G,Major,51.0,21.0,63.0,5.0,0.0,41.0,3.0,?,,,,
Daydreaming,Harry Styles,187703102,23,0,1.0,2022.0,5.0,20.0,1900.0,1.0,15.0,1.0,0.0,114.0,E,Minor,71.0,90.0,81.0,31.0,2.0,13.0,3.0,?,,,,
Numb,"Marshmello, Khalid",295307001,86,9,2.0,2022.0,6.0,10.0,3879.0,2.0,107.0,76.0,1.0,120.0,,Minor,91.0,63.0,77.0,12.0,1.0,10.0,5.0,?,,,,
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",138334433,2,0,2.0,2022.0,6.0,2.0,896.0,0.0,0.0,0.0,0.0,92.0,F#,Major,83.0,56.0,82.0,10.0,0.0,9.0,5.0,?,,,,
Me and Your Mama,Childish Gambino,445590495,107,0,1.0,2016.0,11.0,10.0,8775.0,0.0,33.0,60.0,1.0,118.0,F,Major,56.0,25.0,45.0,1.0,3.0,7.0,3.0,?,,,,
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",286739476,142,5,3.0,2022.0,3.0,18.0,5290.0,0.0,139.0,73.0,0.0,123.0,E,Minor,60.0,46.0,71.0,3.0,0.0,16.0,4.0,?,,,,
SLOW DANCING IN THE DARK,Joji,1122364376,65,1,1.0,2018.0,9.0,12.0,10211.0,0.0,38.0,79.0,0.0,89.0,D#,Major,52.0,28.0,48.0,54.0,1.0,19.0,3.0,?,,,,
Antes de Perderte,Duki,157136970,8,1,1.0,2022.0,6.0,2.0,584.0,8.0,12.0,1.0,0.0,110.0,F,Minor,81.0,61.0,93.0,49.0,0.0,12.0,11.0,?,,,,
Boyfriends,Harry Styles,137070925,30,0,1.0,2022.0,5.0,20.0,1517.0,0.0,26.0,2.0,0.0,118.0,,Major,42.0,32.0,20.0,94.0,0.0,11.0,4.0,?,,,,
295,Sidhu Moose Wala,183273246,0,7,1.0,2021.0,5.0,15.0,246.0,4.0,4.0,106.0,0.0,90.0,B,Minor,68.0,54.0,76.0,21.0,0.0,11.0,20.0,?,,,,
Tak Ingin Usai,Keisya Levronka,184807630,0,6,1.0,2022.0,5.0,13.0,220.0,4.0,16.0,5.0,0.0,130.0,,Major,49.0,14.0,40.0,82.0,0.0,11.0,3.0,?,,,,
En El Radio Un Cochinero,Victor Cibrian,164856284,1,0,1.0,2022.0,5.0,13.0,514.0,0.0,5.0,36.0,0.0,154.0,F#,Minor,70.0,97.0,62.0,47.0,0.0,10.0,4.0,?,,,,
Master of Puppets (Remastered),Metallica,704171068,406,0,1.0,1986.0,3.0,3.0,6080.0,0.0,112.0,198.0,1.0,105.0,E,Minor,54.0,59.0,83.0,0.0,44.0,20.0,4.0,?,,,,
BREAK MY SOUL,Beyoncï¿,354614964,259,2,1.0,2022.0,6.0,21.0,9724.0,0.0,222.0,61.0,14.0,115.0,C#,Minor,70.0,87.0,88.0,4.0,0.0,26.0,8.0,?,,,,
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",279717388,38,0,5.0,2022.0,6.0,16.0,2341.0,0.0,37.0,2.0,2.0,110.0,C#,Major,91.0,59.0,82.0,8.0,0.0,6.0,8.0,?,,,,
Massive,Drake,195628667,61,11,1.0,2022.0,6.0,17.0,5263.0,0.0,66.0,89.0,0.0,125.0,E,Minor,51.0,5.0,68.0,12.0,2.0,15.0,6.0,?,,,,
Betty (Get Money),Yung Gravy,221752937,26,1,1.0,2022.0,6.0,10.0,2402.0,0.0,45.0,2.0,0.0,102.0,C#,Major,73.0,62.0,75.0,0.0,0.0,34.0,8.0,?,,,,
Ojos Marrones,Lasso,263280370,15,4,1.0,2022.0,2.0,6.0,795.0,11.0,26.0,18.0,1.0,120.0,G#,Minor,81.0,72.0,65.0,4.0,0.0,14.0,4.0,?,,,,
POP!,Nayeon,213505179,14,2,1.0,2022.0,6.0,24.0,571.0,0.0,19.0,21.0,0.0,97.0,D,Major,80.0,36.0,86.0,4.0,0.0,3.0,5.0,?,,,,
Layla,"Schï¿½ï¿½rze, DJ R",130419412,24,0,2.0,2022.0,3.0,24.0,832.0,3.0,18.0,124.0,1.0,140.0,F,Minor,44.0,41.0,92.0,0.0,0.0,44.0,7.0,?,,,,
MORE,j-hope,155795783,11,0,1.0,2022.0,7.0,1.0,565.0,0.0,6.0,52.0,0.0,97.0,D,Major,78.0,31.0,72.0,1.0,0.0,11.0,4.0,?,,,,
Sweet Child O' Mine,Guns N' Roses,1553497987,"6,720",99,1.0,1987.0,1.0,1.0,41231.0,1.0,228.0,151.0,3.0,125.0,F#,Major,45.0,67.0,90.0,9.0,11.0,10.0,5.0,1988-12-03 00:00:00,93.0,85.0,1.0,24.0
Last Last,Burna Boy,293466523,150,128,1.0,2022.0,5.0,12.0,4526.0,12.0,156.0,275.0,3.0,88.0,D#,Minor,80.0,55.0,56.0,13.0,0.0,8.0,9.0,?,,,,
SNAP,Rosa Linn,711366595,63,353,1.0,2022.0,3.0,19.0,1818.0,0.0,3.0,0.0,0.0,170.0,,Major,56.0,52.0,64.0,11.0,0.0,45.0,7.0,?,,,,
Sticky,Drake,191448892,25,2,1.0,2022.0,6.0,17.0,2814.0,0.0,38.0,105.0,0.0,137.0,A#,Minor,88.0,8.0,49.0,9.0,0.0,9.0,14.0,?,,,,
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",85924992,2,0,3.0,2022.0,7.0,1.0,1601.0,0.0,11.0,0.0,0.0,157.0,A,Major,88.0,52.0,69.0,0.0,0.0,8.0,23.0,?,,,,
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",176103902,54,0,3.0,2022.0,6.0,3.0,894.0,4.0,28.0,0.0,0.0,130.0,F#,Major,95.0,83.0,57.0,54.0,0.0,10.0,25.0,?,,,,
La Loto,"Anitta, Tini, Becky G",121189256,57,0,3.0,2022.0,7.0,6.0,945.0,0.0,49.0,3.0,0.0,90.0,C#,Major,85.0,80.0,83.0,10.0,0.0,8.0,11.0,?,,,,
die first,Nessa Barrett,131746175,22,0,1.0,2022.0,6.0,24.0,767.0,0.0,25.0,0.0,0.0,183.0,G#,Minor,44.0,44.0,67.0,7.0,0.0,12.0,13.0,?,,,,
Afraid To Feel,LF System,244790012,128,101,1.0,2022.0,5.0,2.0,5898.0,5.0,129.0,55.0,0.0,128.0,C#,Major,58.0,68.0,91.0,2.0,0.0,27.0,11.0,?,,,,
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",129314708,24,30,3.0,2022.0,6.0,10.0,685.0,2.0,17.0,0.0,0.0,130.0,D#,Minor,71.0,78.0,40.0,46.0,0.0,7.0,45.0,?,,,,
cï¿½ï¿½mo dormi,Rels B,331511413,20,0,1.0,2022.0,8.0,4.0,1452.0,35.0,16.0,15.0,0.0,126.0,C#,Major,63.0,56.0,43.0,24.0,0.0,12.0,23.0,?,,,,
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",219196651,33,0,3.0,2022.0,8.0,5.0,1456.0,0.0,53.0,2.0,0.0,120.0,,Major,77.0,94.0,87.0,2.0,0.0,23.0,12.0,?,,,,
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",170732845,50,0,3.0,2022.0,8.0,5.0,2107.0,0.0,51.0,1.0,0.0,130.0,E,Minor,72.0,18.0,46.0,7.0,0.0,28.0,8.0,?,,,,
Caile,Luar La L,273914335,15,0,1.0,2020.0,12.0,18.0,1494.0,2.0,17.0,12.0,0.0,122.0,,Major,70.0,46.0,76.0,30.0,0.0,9.0,45.0,?,,,,
Si Te La Encuentras Por Ahï¿,Feid,179061440,18,0,1.0,2022.0,8.0,5.0,1379.0,4.0,23.0,10.0,0.0,172.0,G#,Minor,74.0,46.0,58.0,15.0,0.0,13.0,8.0,?,,,,
GIVENCHY,Duki,185236961,12,0,1.0,2022.0,7.0,20.0,625.0,4.0,13.0,18.0,0.0,103.0,G#,Major,61.0,38.0,62.0,14.0,0.0,23.0,40.0,?,,,,
ALIEN SUPERSTAR,Beyoncï¿,171788484,36,0,1.0,2022.0,7.0,29.0,2688.0,0.0,39.0,47.0,0.0,122.0,A#,Minor,55.0,46.0,64.0,0.0,0.0,17.0,10.0,?,,,,
Mary On A Cross,Ghost,387080183,78,141,1.0,2019.0,9.0,13.0,2668.0,2.0,38.0,266.0,0.0,130.0,B,Major,47.0,56.0,90.0,0.0,0.0,10.0,4.0,?,,,,
Attention,NewJeans,264717480,9,1,1.0,2022.0,8.0,1.0,799.0,12.0,14.0,141.0,0.0,105.0,A#,Minor,81.0,70.0,65.0,24.0,0.0,8.0,4.0,?,,,,
THE SHADE,Rex Orange County,244928911,16,4,1.0,2022.0,3.0,11.0,1189.0,6.0,17.0,10.0,0.0,120.0,F,Major,90.0,73.0,51.0,39.0,0.0,9.0,6.0,?,,,,
"Come Back Home - From ""Purple Hearts""",Sofia Carson,97610446,195,0,1.0,2022.0,7.0,12.0,367.0,0.0,28.0,67.0,0.0,145.0,G,Major,56.0,43.0,53.0,24.0,0.0,12.0,4.0,?,,,,
El Rescate,"Grupo Marca Registrada, Junior H",287278853,3,0,2.0,2022.0,7.0,22.0,527.0,4.0,10.0,43.0,1.0,99.0,G,Minor,79.0,64.0,59.0,28.0,0.0,11.0,14.0,?,,,,
Heartless,Kanye West,887906111,"1,315",2,1.0,2008.0,1.0,1.0,17504.0,34.0,63.0,39.0,0.0,88.0,A#,Minor,79.0,66.0,65.0,5.0,0.0,25.0,14.0,2009-06-13 00:00:00,51.0,48.0,2.0,30.0
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",123473120,124,0,4.0,2022.0,7.0,15.0,3113.0,0.0,54.0,6.0,1.0,126.0,A,Major,81.0,90.0,73.0,28.0,0.0,29.0,4.0,?,,,,
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",295152154,4,0,2.0,2022.0,8.0,15.0,685.0,5.0,15.0,79.0,2.0,136.0,,Major,77.0,71.0,75.0,33.0,1.0,13.0,4.0,?,,,,
JGL,"Luis R Conriquez, La Adictiva",323455692,6,0,2.0,2022.0,2.0,18.0,782.0,9.0,15.0,33.0,1.0,113.0,G#,Major,70.0,97.0,59.0,55.0,0.0,27.0,12.0,?,,,,
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",240918092,248,6,3.0,2022.0,6.0,16.0,2442.0,0.0,81.0,4.0,1.0,132.0,B,Major,82.0,49.0,88.0,20.0,0.0,21.0,3.0,?,,,,
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",191873381,65,3,3.0,2022.0,5.0,20.0,1112.0,4.0,22.0,2.0,1.0,135.0,G#,Major,77.0,74.0,74.0,47.0,0.0,34.0,8.0,?,,,,
Hold Me Closer,"Elton John, Britney Spears",284216603,177,73,2.0,2017.0,11.0,10.0,4967.0,0.0,165.0,10.0,4.0,126.0,,Major,67.0,49.0,77.0,11.0,0.0,19.0,11.0,?,,,,
Forget Me,Lewis Capaldi,239411309,84,202,1.0,2022.0,9.0,9.0,2520.0,4.0,93.0,95.0,9.0,102.0,C#,Minor,67.0,72.0,74.0,30.0,0.0,36.0,4.0,?,,,,
After LIKE,IVE,265548837,11,12,1.0,2022.0,8.0,22.0,767.0,12.0,20.0,129.0,0.0,125.0,,Major,68.0,80.0,92.0,10.0,0.0,9.0,12.0,?,,,,
Bound 2,Kanye West,703301727,274,0,1.0,2013.0,1.0,1.0,19806.0,7.0,33.0,11.0,0.0,149.0,C#,Major,37.0,28.0,66.0,14.0,0.0,9.0,5.0,2014-01-11 00:00:00,99.0,87.0,12.0,6.0
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",244585109,113,0,2.0,2022.0,6.0,15.0,5153.0,6.0,102.0,53.0,12.0,137.0,,Major,74.0,71.0,89.0,24.0,61.0,15.0,5.0,?,,,,
Talk that Talk,TWICE,189476119,15,2,1.0,2022.0,8.0,26.0,615.0,0.0,14.0,77.0,1.0,120.0,D#,Minor,77.0,78.0,91.0,14.0,0.0,33.0,12.0,?,,,,
BILLIE EILISH.,Armani White,277132266,67,1,1.0,2022.0,1.0,20.0,2537.0,0.0,49.0,1.0,11.0,100.0,C#,Major,90.0,75.0,50.0,11.0,0.0,9.0,26.0,?,,,,
Ferxxo 100,Feid,278920007,23,2,1.0,2022.0,6.0,3.0,1647.0,30.0,20.0,49.0,2.0,164.0,G#,Minor,70.0,58.0,57.0,25.0,0.0,15.0,7.0,?,,,,
KU LO SA - A COLORS SHOW,Oxlade,222410722,107,7,1.0,2022.0,6.0,10.0,2019.0,8.0,117.0,72.0,1.0,93.0,A#,Minor,65.0,79.0,66.0,31.0,0.0,22.0,7.0,?,,,,
Prohibidox,Feid,185392587,25,0,1.0,2022.0,9.0,13.0,1473.0,12.0,25.0,36.0,1.0,180.0,C#,Minor,65.0,52.0,80.0,5.0,0.0,6.0,25.0,?,,,,
Static,Steve Lacy,202452860,13,0,1.0,2022.0,7.0,15.0,1613.0,0.0,21.0,15.0,0.0,79.0,C#,Major,34.0,22.0,31.0,43.0,63.0,10.0,7.0,?,,,,
The Scientist,Coldplay,1608164312,"7,827",0,1.0,2002.0,8.0,5.0,30992.0,6.0,124.0,25.0,1.0,146.0,F,Major,56.0,21.0,44.0,73.0,0.0,11.0,2.0,?,,,,
Sparks,Coldplay,624101957,805,0,1.0,2000.0,7.0,10.0,10826.0,4.0,24.0,0.0,0.0,103.0,C#,Major,37.0,17.0,27.0,75.0,5.0,10.0,3.0,?,,,,
Talk,YEAT,148461629,8,0,1.0,2022.0,9.0,2.0,920.0,0.0,10.0,1.0,0.0,140.0,E,Minor,70.0,26.0,76.0,8.0,0.0,54.0,23.0,?,,,,
XQ Te Pones Asï¿,"Yandel, Feid",47093942,6,0,2.0,2022.0,9.0,13.0,308.0,0.0,6.0,1.0,0.0,92.0,A#,Major,81.0,48.0,70.0,13.0,0.0,15.0,7.0,?,,,,
Selfish,PnB Rock,380319238,0,0,1.0,2016.0,6.0,23.0,2468.0,0.0,15.0,0.0,0.0,102.0,C#,Minor,64.0,4.0,60.0,11.0,0.0,19.0,4.0,2017-04-01 00:00:00,90.0,94.0,51.0,19.0
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",209106362,13,1,2.0,2022.0,7.0,22.0,1097.0,2.0,18.0,10.0,1.0,118.0,B,Minor,82.0,75.0,85.0,33.0,1.0,11.0,4.0,?,,,,
Lady Mi Amor,Feid,53987404,2,0,1.0,2022.0,9.0,13.0,330.0,0.0,3.0,0.0,0.0,93.0,D,Major,78.0,75.0,62.0,6.0,0.0,15.0,6.0,?,,,,
Poland,Lil Yachty,115331792,24,0,1.0,2022.0,6.0,23.0,1584.0,0.0,38.0,0.0,0.0,150.0,F,Minor,70.0,26.0,56.0,14.0,83.0,11.0,5.0,?,,,,
THE LONELIEST,Mï¿½ï¿½ne,225093344,328,198,1.0,2022.0,10.0,7.0,1585.0,5.0,78.0,65.0,1.0,130.0,D,Major,52.0,24.0,60.0,0.0,0.0,8.0,3.0,?,,,,
Bye Bye,"Marshmello, Juice WRLD",84697729,9,0,2.0,2022.0,10.0,14.0,766.0,0.0,16.0,0.0,0.0,83.0,D#,Minor,65.0,24.0,53.0,6.0,0.0,51.0,4.0,?,,,,
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",159240673,13,0,4.0,2022.0,8.0,18.0,836.0,0.0,14.0,1.0,0.0,102.0,A,Major,84.0,43.0,75.0,5.0,0.0,6.0,8.0,?,,,,
Nxde,(G)I-DLE,170709584,9,11,1.0,2022.0,10.0,17.0,430.0,6.0,14.0,116.0,0.0,136.0,E,Minor,73.0,65.0,91.0,4.0,0.0,48.0,18.0,?,,,,
Miss You,Southstar,154356956,119,40,1.0,1982.0,5.0,16.0,2020.0,0.0,77.0,10.0,0.0,145.0,A,Major,66.0,24.0,58.0,17.0,0.0,19.0,5.0,?,,,,
we fell in love in october,girl in red,723043854,15,4,1.0,2018.0,11.0,21.0,6858.0,0.0,31.0,21.0,0.0,130.0,G,Major,57.0,24.0,37.0,11.0,18.0,16.0,3.0,?,,,,
2 Be Loved (Am I Ready),Lizzo,247689123,158,68,1.0,2022.0,7.0,14.0,3682.0,6.0,41.0,0.0,2.0,156.0,G,Major,72.0,92.0,77.0,9.0,0.0,8.0,11.0,?,,,,
Celestial,Ed Sheeran,176474912,80,37,1.0,2022.0,9.0,29.0,1639.0,0.0,86.0,14.0,0.0,123.0,D,Major,57.0,50.0,85.0,5.0,0.0,16.0,4.0,?,,,,
Typa Girl,BLACKPINK,235549288,13,1,1.0,2022.0,9.0,16.0,452.0,10.0,2.0,129.0,0.0,132.0,G,Major,92.0,53.0,62.0,7.0,0.0,63.0,10.0,?,,,,
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",140430339,31,,2.0,2020.0,12.0,18.0,668.0,1.0,0.0,0.0,0.0,125.0,D#,Minor,49.0,13.0,74.0,0.0,0.0,9.0,4.0,?,,,,
California Breeze,Lil Baby,85559365,13,3,1.0,2022.0,10.0,14.0,991.0,0.0,36.0,38.0,0.0,162.0,F,Minor,74.0,22.0,67.0,0.0,0.0,11.0,46.0,?,,,,
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",146223492,12,28,3.0,2022.0,9.0,22.0,869.0,7.0,14.0,12.0,2.0,138.0,A#,Major,80.0,82.0,81.0,14.0,0.0,13.0,36.0,?,,,,
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",187701588,30,0,3.0,2022.0,7.0,1.0,648.0,4.0,0.0,0.0,0.0,161.0,A#,Minor,59.0,62.0,60.0,12.0,0.0,5.0,44.0,?,,,,
Major Distribution,"Drake, 21 Savage",154863153,15,0,2.0,2022.0,11.0,4.0,1545.0,0.0,22.0,7.0,0.0,131.0,G#,Minor,91.0,23.0,55.0,1.0,0.0,7.0,32.0,?,,,,
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",191333656,17,1,3.0,2022.0,11.0,4.0,1930.0,0.0,24.0,8.0,0.0,122.0,E,Minor,75.0,45.0,63.0,6.0,0.0,35.0,12.0,?,,,,
Vigilante Shit,Taylor Swift,253650850,16,0,1.0,2022.0,10.0,21.0,1948.0,0.0,12.0,9.0,0.0,80.0,E,Minor,80.0,16.0,28.0,17.0,0.0,12.0,39.0,?,,,,
Question...?,Taylor Swift,223064273,12,0,1.0,2022.0,10.0,21.0,1608.0,0.0,10.0,3.0,0.0,109.0,G,Major,75.0,11.0,50.0,20.0,0.0,30.0,17.0,?,,,,
On BS,"Drake, 21 Savage",170413877,7,0,2.0,2022.0,11.0,4.0,1338.0,0.0,9.0,20.0,0.0,158.0,A,Major,84.0,33.0,36.0,2.0,0.0,39.0,59.0,?,,,,
Mastermind,Taylor Swift,218320587,13,0,1.0,2022.0,10.0,21.0,1936.0,0.0,7.0,5.0,0.0,126.0,E,Major,66.0,12.0,35.0,55.0,0.0,9.0,14.0,?,,,,
Circo Loco,"Drake, 21 Savage",141720999,17,3,2.0,2022.0,11.0,4.0,1794.0,0.0,26.0,9.0,0.0,104.0,C#,Major,73.0,25.0,61.0,1.0,0.0,32.0,7.0,?,,,,
Labyrinth,Taylor Swift,187339835,15,0,1.0,2022.0,10.0,21.0,1597.0,0.0,6.0,3.0,0.0,110.0,,Major,48.0,15.0,31.0,80.0,22.0,12.0,4.0,?,,,,
Spin Bout U,"Drake, 21 Savage",198365537,10,95,2.0,2022.0,11.0,4.0,1652.0,2.0,26.0,52.0,0.0,130.0,G,Major,77.0,20.0,70.0,1.0,0.0,16.0,5.0,?,,,,
Sweet Nothing,Taylor Swift,186104310,13,2,1.0,2022.0,10.0,21.0,1747.0,0.0,9.0,6.0,0.0,177.0,,Major,34.0,39.0,16.0,97.0,0.0,12.0,5.0,?,,,,
"Would've, Could've, Should've",Taylor Swift,177503916,8,0,1.0,2022.0,10.0,21.0,1715.0,0.0,4.0,5.0,0.0,158.0,G,Major,48.0,55.0,84.0,43.0,0.0,15.0,12.0,?,,,,
Con La Brisa,"Ludwig Goransson, Foudeqush",71095708,7,0,2.0,2022.0,11.0,4.0,486.0,0.0,8.0,1.0,0.0,114.0,D,Minor,62.0,25.0,44.0,51.0,33.0,14.0,3.0,?,,,,
Privileged Rappers,"Drake, 21 Savage",112436403,3,0,2.0,2022.0,11.0,4.0,1007.0,0.0,6.0,5.0,0.0,144.0,F,Major,93.0,62.0,61.0,0.0,0.0,12.0,20.0,?,,,,
The Astronaut,Jin,203436468,15,27,1.0,2022.0,10.0,28.0,481.0,9.0,10.0,100.0,1.0,125.0,F,Major,54.0,22.0,76.0,0.0,0.0,14.0,3.0,?,,,,
BackOutsideBoyz,Drake,93367537,2,0,1.0,2022.0,11.0,4.0,1045.0,0.0,8.0,5.0,0.0,142.0,F,Minor,85.0,40.0,43.0,4.0,0.0,39.0,32.0,?,,,,
Broke Boys,"Drake, 21 Savage",106249219,5,0,2.0,2022.0,11.0,4.0,1060.0,0.0,3.0,8.0,0.0,120.0,D,Major,64.0,11.0,53.0,1.0,0.0,25.0,27.0,?,,,,
The Great War,Taylor Swift,181382590,11,0,1.0,2022.0,10.0,21.0,1274.0,0.0,1.0,6.0,0.0,96.0,F,Major,57.0,55.0,74.0,22.0,0.0,8.0,4.0,?,,,,
My Mind & Me,Selena Gomez,91473363,37,0,1.0,2022.0,11.0,3.0,953.0,0.0,61.0,13.0,1.0,144.0,A,Major,60.0,24.0,39.0,57.0,0.0,8.0,3.0,?,,,,
Bigger Than The Whole Sky,Taylor Swift,121871870,8,0,1.0,2022.0,10.0,21.0,1180.0,0.0,4.0,0.0,0.0,166.0,F#,Major,42.0,7.0,24.0,83.0,1.0,12.0,6.0,?,,,,
A Veces (feat. Feid),"Feid, Paulo Londra",73513683,7,0,2.0,2022.0,11.0,3.0,573.0,0.0,2.0,0.0,0.0,92.0,C#,Major,80.0,81.0,67.0,4.0,0.0,8.0,6.0,?,,,,
